ss,sex,age,list,ACC_VerbalAnalogy,RT_VerbalAnalogy,VerbalAnalogy_OverallACC,VerbalAnalogy_OverallRT,Far_High_ACC,Far_High_RT,Far_Low_ACC,Far_Low_RT,Near_High_ACC,Near_High_RT,Near_Low_ACC,Near_Low_RT,BPIndex,BP_Trial1,BP_Intrusions,VisACC,VisRT_total,VisRT_correct,Vis_1rc_inhib_ACC,Vis_1rc_non_ACC,Vis_2rc_inhib_ACC,Vis_2rc_non_ACC,Vis_1rc_inhib_RT_total,Vis_1rc_non_RT_total,Vis_2rc_inhib_RT_total,Vis_2rc_non_RT_total,Vis_1rc_inhib_RT_correct,Vis_1rc_non_RT_correct,Vis_2rc_inhib_RT_correct,Vis_2rc_non_RT_correct,Vis_invalid_1rc_ACC,Vis_invalid_2rc_ACC,Vis_invalid_1rc_RT_correct,Vis_invalid_2rc_RT_correct,Vis_invalid_1rc_RT_total,Vis_invalid_2rc_RT_total,Vis_1rc_dp,Vis_2rc_dp,Vis_1rc_inhib_dp,Vis_1rc_non_dp,Vis_2rc_inhib_dp,Vis_2rc_non_dp,Vis_1rc_hit,Vis_2rc_hit,Vis_1rc_inhib_hit,Vis_1rc_non_hit,Vis_2rc_inhib_hit,Vis_2rc_non_hit,Vis_1rc_FA,Vis_2rc_FA,AQ,AttenSwitch,Comm,DetailAttn,Imagination,SocialSkills,WM,OSpan,RSpan,NumberSeries,RAPM,GenKnow,TextComp,ShipleyVocab
4279,1,20,green1,0.67,3827,0.67,3926,0.6,4773.67,0.67,2734.11,0.53,4202,0.87,3597,0.6375,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.746666667,0.72,NA,0.388888889,NA,NA,NA
4281,2,22,red1,0.85,1517,0.85,1550,0.73,1540,0.8,1426,0.93,1973.29,0.93,1130,0.14,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,1,3,2,2,0.76,0.733333333,0.786666667,NA,0.611111111,NA,NA,NA
4337,1,19,red2,0.88,4613,0.88,4613,0.87,5199,0.87,5010,0.87,4514,0.93,3732,0.5625,0.8,1,0.826388889,3638.652778,3529.638655,0.833333333,0.958333333,0.833333333,0.666666667,2966.916667,2786.875,4320.333333,4538.916667,2878.8,2767.565217,4266.35,4399.25,0.833333333,0.833333333,3049.45,4104.65,3031.625,4187.25,2.225583127,1.641911316,1.934843132,2.699085962,1.934843132,1.398148865,0.895833333,0.75,0.833333333,0.958333333,0.833333333,0.666666667,0.166666667,0.166666667,13,2,0,8,1,2,0.79,0.84,0.746666667,0.8,0.333333333,0.666666667,0.533333333,0.8
4425,2,22,red1,0.82,5394,0.82,5639,0.67,5664,0.87,5968,0.8,5192.33,0.93,4753.38,0.15,0.7,1,0.868055556,5089.444444,4974.664,0.875,0.958333333,0.916666667,1,3996,3542.875,6257.458333,5701.458333,3852,3291.956522,6281.545455,5701.458333,0.791666667,0.666666667,4824.210526,6158.5625,4820.708333,6218.166667,2.195211929,2.162391695,1.962567182,2.543882198,1.813721426,2.467561431,0.916666667,0.958333333,0.875,0.958333333,0.916666667,1,0.208333333,0.333333333,12,3,1,6,1,1,0.74,0.693333333,0.786666667,0.47,0.444444444,0.583333333,0.266666667,0.75
4494,1,19,blue1,0.8,2321,0.8,2321,0.8,2354,0.73,2351,0.8,2343.33,0.87,2236.08,0.5,0.75,0,0.9375,2725.618056,2735.155556,1,1,0.958333333,1,1937.583333,1955.25,3695.666667,3791.583333,1937.583333,1955.25,3766.782609,3791.583333,0.791666667,0.875,1951.736842,2909.571429,1971.208333,3002.416667,3.12320914,3.187183512,2.849051933,2.849051933,2.882013776,3.187183512,1,0.979166667,1,1,0.958333333,1,0.208333333,0.125,16,6,3,5,1,1,0.63,0.706666667,0.546666667,0.87,0.555555556,0.75,0.733333333,0.775
4601,1,19,blue1,0.87,2744,0.87,2744,0.67,3009,0.93,3180,0.93,2213.14,0.93,2574.71,0.39,0.65,0,0.868055556,3347.618056,3366.992,0.875,0.958333333,0.791666667,0.833333333,2667.666667,2784.25,4008.583333,4381.125,2591.619048,2747.043478,4231.473684,4559.95,0.916666667,0.833333333,2763.136364,3544.1,2745.416667,3498.666667,2.765988254,1.854568125,2.533343507,3.114658523,1.779639368,1.934843132,0.916666667,0.8125,0.875,0.958333333,0.791666667,0.833333333,0.083333333,0.166666667,19,5,1,8,4,1,0.79,0.8,0.773333333,0.4,0.444444444,0.375,0.266666667,0.575
4669,2,46,red1,0.83,6926,0.83,7076,0.8,6306,1,6958,0.8,6487.25,0.73,7952.64,-0.04,0.5,1,0.638888889,4171.097222,4021.293478,0.75,0.75,0.583333333,0.458333333,3031.291667,3097.916667,5055,5193.291667,2879.055556,3429.833333,5031,4946.272727,0.666666667,0.625,3807.5625,4709,3603.541667,5045.541667,1.105217049,0.370884544,1.105217049,1.105217049,0.529067758,0.214005908,0.75,0.520833333,0.75,0.75,0.583333333,0.458333333,0.333333333,0.375,13,3,1,3,5,1,0.89,0.893333333,0.893333333,0.4,0.333333333,0.458333333,0.333333333,0.875
4693,2,20,yellow1,0.82,4947,0.82,5034,0.67,5708.2,0.8,6267.58,0.87,3099,0.93,4712,0.42,0.8,0,0.875,4032.284722,4000.531746,0.791666667,1,0.708333333,1,3019.166667,3157.458333,5041.791667,5773.375,2773.894737,3157.458333,5357.705882,5773.375,0.875,0.875,2978.142857,3971.47619,3041.458333,4160.458333,2.408510941,2.204821832,1.962567182,3.187183512,1.698871663,3.187183512,0.895833333,0.854166667,0.791666667,1,0.708333333,1,0.125,0.125,18,7,2,2,4,3,0.81,0.826666667,0.786666667,0.53,0.444444444,0.458333333,0.2,0.6
4724,1,33,yellow1,0.88,5348,0.88,5348,0.8,4941,0.87,5708,0.87,6530,1,4215,0.230769231,0.65,5,0.875,3332.951389,3373.746032,0.958333333,0.916666667,0.958333333,1,2644.625,2815.291667,3802.5,4029.625,2598.173913,2804.863636,3815.347826,4029.625,0.708333333,0.708333333,2753.647059,4255.941176,2729.125,3976.541667,2.082642827,2.585356414,2.280186679,1.93151641,2.280186679,2.585356414,0.9375,0.979166667,0.958333333,0.916666667,0.958333333,1,0.291666667,0.291666667,10,2,1,5,1,1,0.86,0.826666667,0.893333333,0.33,0.277777778,0.708333333,0.733333333,0.85
4756,2,19,blue1,0.82,3998,0.82,4089,0.6,5282,0.93,3262,0.8,3481.5,0.93,3968.07,0.74,0.85,2,0.819444444,4067.319444,3880.355932,0.958333333,0.875,0.75,0.708333333,3311.875,3438.5,4807.75,5156.041667,3234.130435,3092.857143,4774,4954.411765,0.875,0.75,3545.857143,4107.055556,3468.916667,4220.833333,2.533343507,1.28478436,2.882013776,2.300698761,1.3489795,1.223012033,0.916666667,0.729166667,0.958333333,0.875,0.75,0.708333333,0.125,0.25,21,6,4,6,2,3,0.71,0.693333333,0.72,0.53,0.5,0.541666667,0.333333333,0.575
4807,2,21,red1,0.95,4230,0.95,4305,0.93,4274,0.87,4660,1,3539.5,1,4445.8,0.46,0.7,3,0.930555556,3155.201389,3140.992537,1,1,0.958333333,0.916666667,2495.666667,2354.041667,4006.416667,4367.5,2495.666667,2354.041667,3979.956522,4395.909091,0.875,0.833333333,2178.047619,3525.6,2301.875,3405.708333,3.461340719,2.50154211,3.187183512,3.187183512,2.699085962,2.350415693,1,0.9375,1,1,0.958333333,0.916666667,0.125,0.166666667,24,6,4,5,2,7,0.83,0.813333333,0.84,0.73,0.5,0.5,0.733333333,0.85
4812,2,28,green2,0.62,1598,0.62,1598,0.33,1705.6,0.73,1572.82,0.47,1512,0.93,1601,0.26,0.75,4,0.638888889,2906.694444,2874.641304,0.708333333,0.708333333,0.75,0.875,2854.916667,2739.75,2769.291667,2943.75,2864.941176,2738.294118,2697.944444,2992.238095,0.416666667,0.375,2778.6,3336.222222,3176.958333,2955.5,0.338093888,0.568507195,0.338093888,0.338093888,0.355850386,0.831710016,0.708333333,0.8125,0.708333333,0.708333333,0.75,0.875,0.583333333,0.625,17,7,0,6,1,3,0.85,0.786666667,0.906666667,0.33,0.333333333,0.25,0.133333333,0.675
4813,2,19,yellow2,0.9,4210,0.9,4618,0.73,4539.5,1,4384.53,0.93,3828,0.93,4089,0.37,0.8,0,0.881944444,3103.166667,3021.76378,0.958333333,0.958333333,0.791666667,0.875,2408.375,2166,3903.75,4038.416667,2362.826087,2166.782609,3805.526316,4048.857143,0.875,0.833333333,2614.142857,3367.75,2621.416667,3481.041667,2.882013776,1.934843132,2.882013776,2.882013776,1.779639368,2.117770946,0.958333333,0.833333333,0.958333333,0.958333333,0.791666667,0.875,0.125,0.166666667,24,7,4,5,4,4,0.49,0.466666667,0.52,0.53,0.666666667,0.666666667,0.533333333,0.7
4891,2,22,green2,0.82,5012,0.82,5093,0.6,6069.67,0.87,5119.69,0.8,5199,1,3659,NA,NA,NA,0.805555556,8737.694444,8592.5,0.75,0.958333333,0.75,0.958333333,7114.416667,5580.416667,11594.29167,9658.375,7318.833333,5651.130435,12005.38889,9395.130435,0.75,0.666666667,8131.611111,9778.8125,8705.541667,9773.125,1.728962202,1.485199751,1.3489795,2.406154146,1.105217049,2.162391695,0.854166667,0.854166667,0.75,0.958333333,0.75,0.958333333,0.25,0.333333333,NA,NA,NA,NA,NA,NA,0.49,0.466666667,0.52,0.47,0.277777778,0.25,0.266666667,0.6
4906,2,21,red2,0.87,5227,0.87,5502,0.87,7693,0.87,5071,0.8,4321.55,0.93,3821.62,0.56,0.9,0,0.638888889,4629.833333,4633.858696,0.708333333,0.916666667,0.75,0.833333333,3924.916667,5415.875,4346.708333,5077.666667,3879,5092.5,4312.944444,4898.6,0.333333333,0.291666667,5725.875,3846.428571,4602.708333,4411.125,0.45641926,0.263695519,0.117794983,0.952266828,0.125967467,0.418899283,0.8125,0.791666667,0.708333333,0.916666667,0.75,0.833333333,0.666666667,0.708333333,NA,NA,NA,NA,NA,NA,0.68,0.68,NA,0.47,0.444444444,0.375,0.333333333,0.65
4991,2,19,yellow1,0.87,3621,0.87,3735,0.6,4831.44,1,3376.07,0.93,2988,0.93,3290,0.29,0.7,2,0.888888889,3013.520833,3031.796875,0.833333333,0.916666667,0.875,1,2259.416667,2016.708333,4221.625,3800.916667,2341.75,2042.454545,4297.619048,3800.916667,0.875,0.833333333,2305.52381,3320.65,2353.875,3428.583333,2.300698761,2.50154211,2.117770946,2.533343507,2.117770946,3.004255698,0.875,0.9375,0.833333333,0.916666667,0.875,1,0.125,0.166666667,14,5,2,5,1,1,0.92,0.906666667,0.933333333,0.53,0.722222222,0.625,0.666666667,0.875
5068,2,18,blue2,0.93,8341,0.93,9175,0.87,9662,0.93,6610,0.93,7685.71,1,9405,NA,NA,NA,0.736111111,3904.548611,3609.018868,0.708333333,1,0.75,1,3194.291667,3534.125,4739.333333,4146.708333,2883.882353,3534.125,4473.166667,4146.708333,0.5,0.458333333,2404.75,3619.636364,3446.916667,4365.916667,1.054472452,1.045715925,0.548522283,2.036834132,0.569856295,1.932200676,0.854166667,0.875,0.708333333,1,0.75,1,0.5,0.541666667,15,3,1,7,1,3,0.81,0.906666667,0.72,0.4,0.611111111,0.375,0.466666667,0.7
5212,2,17,yellow1,0.82,3912,0.82,3912,0.47,4380.57,0.87,3482.23,1,4002,0.93,3783,0.57,0.7,11,0.611111111,9108.784722,9254.909091,0.666666667,0.541666667,0.708333333,0.666666667,8178.791667,7032.333333,10242.54167,11247.16667,7966.5,6894.538462,10844.88235,12420.0625,0.625,0.458333333,8194.2,8303.818182,8813.916667,9137.958333,0.582786341,0.384142956,0.749366663,0.42327282,0.443888827,0.326093844,0.604166667,0.6875,0.666666667,0.541666667,0.708333333,0.666666667,0.375,0.541666667,21,6,3,7,1,4,0.7,0.72,0.68,0.13,0.333333333,0.416666667,0.266666667,0.625
5217,2,20,yellow1,0.9,3043,0.9,3157,0.87,3442,1,3162.73,0.8,2723,0.93,2843,0.2,0.75,2,0.923611111,3881.305556,3707.263158,0.916666667,1,0.875,1,2924.25,2651.625,4794.833333,4297.625,2862.363636,2651.625,4636.47619,4297.625,0.916666667,0.833333333,3300.045455,4667.25,3658.708333,4960.791667,3.114658523,2.50154211,2.765988254,3.419828259,2.117770946,3.004255698,0.958333333,0.9375,0.916666667,1,0.875,1,0.083333333,0.166666667,9,3,0,4,2,0,0.81,0.853333333,0.773333333,0.67,0.5,0.541666667,0.8,0.825
5227,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,0.75,0,0.916666667,4888.604167,4713.075758,1,1,0.916666667,0.875,3116.625,3266.208333,6756.458333,6529.083333,3116.625,3266.208333,6673.818182,6549.952381,0.833333333,0.875,3307.75,5638.571429,3761.833333,5901.416667,3.278412904,2.408510941,3.004255698,3.004255698,2.533343507,2.300698761,1,0.895833333,1,1,0.916666667,0.875,0.166666667,0.125,15,4,2,7,2,0,0.96,0.92,1,0.87,0.5,0.75,0.6,0.775
5229,2,18,blue2,0.87,7744,0.87,8937,0.67,10262,0.87,8629,1,6762.07,0.93,5323.38,0.46,0.75,11,0.826388889,4631.4375,4459.470588,0.791666667,0.833333333,0.75,0.916666667,3463.875,3919.541667,5494.375,5667.875,3368.947368,3412.6,5413,5844.318182,0.875,0.791666667,3825.047619,4846.315789,4137.208333,5105.75,2.037495939,1.779639368,1.962567182,2.117770946,1.486707552,2.195211929,0.8125,0.833333333,0.791666667,0.833333333,0.75,0.916666667,0.125,0.208333333,14,6,0,5,1,2,0.6,0.626666667,0.573333333,0.6,0.333333333,0.375,0.466666667,0.625
5287,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461538462,0.65,1,0.833333333,2986.548611,2855.416667,0.875,1,0.916666667,0.875,2527.291667,2288.625,3580.166667,3597.25,2359.285714,2288.625,3558.181818,3472,0.791666667,0.541666667,2423.894737,3148.615385,2572.375,3353.583333,2.346338346,1.362795017,1.962567182,2.849051933,1.487627583,1.254982836,0.9375,0.895833333,0.875,1,0.916666667,0.875,0.208333333,0.458333333,16,4,1,6,4,1,0.83,0.92,0.733333333,0.67,0.611111111,0.583333333,0.733333333,0.75
5366,2,22,yellow1,0.67,5270,0.67,5503,0.67,5971.5,0.47,4930.57,0.67,5467,0.87,4709,NA,NA,NA,0.840277778,4569.201389,4526.809917,0.791666667,0.958333333,0.833333333,0.958333333,3975.916667,3722.541667,5709.416667,5141.166667,3791.105263,3743.521739,5716.25,5150.086957,0.791666667,0.708333333,3727.210526,5059.882353,4036.708333,4829.458333,1.962567182,1.806683844,1.624435603,2.543882198,1.515943849,2.280186679,0.875,0.895833333,0.791666667,0.958333333,0.833333333,0.958333333,0.208333333,0.291666667,24,5,4,5,6,4,0.81,0.826666667,0.786666667,0.33,0.388888889,0.333333333,NA,0.5
5423,1,35,green1,0.92,5147,0.92,5239,0.87,6088.23,0.8,5294.5,1,5557,1,3649,0.7,0.6,2,0.708333333,4793.180556,4761.911765,0.666666667,0.791666667,0.791666667,0.791666667,4263.208333,4698.916667,5229.541667,5549.75,4020.875,4517.842105,5107.473684,5435.684211,0.541666667,0.666666667,4573.461538,4735.4375,4424.375,4593.291667,0.714928066,1.242945101,0.535360755,0.916851257,1.242945101,1.242945101,0.729166667,0.791666667,0.666666667,0.791666667,0.791666667,0.791666667,0.458333333,0.333333333,6,1,0,2,2,1,0.33,0.333333333,0.32,0.53,0.388888889,0.5,0.666666667,0.725
5462,2,18,blue1,0.6,5158,0.6,5158,0.53,5934,0.67,5112,0.6,5147.56,0.6,4440.67,0.5,0.7,0,0.590277778,2604.645833,2878.470588,0.791666667,0.833333333,0.708333333,0.333333333,2009,1832.833333,3599.375,2356.625,2252.315789,2055.15,3967.411765,3740.625,0.5,0.375,3306.5,2636,2943.958333,2886.083333,0.887146559,-0.266394184,0.812217801,0.967421566,0.229882919,-0.749366663,0.8125,0.520833333,0.791666667,0.833333333,0.708333333,0.333333333,0.5,0.625,17,3,4,3,3,4,0.54,0.586666667,0.493333333,0.27,0.388888889,0.458333333,0.133333333,0.35
5494,1,18,yellow1,0.63,2317,0.63,2317,0.4,2660,0.67,2335,0.6,2133,0.87,2142,0.6,0.75,4,0.666666667,2077.1875,2080.583333,0.708333333,0.916666667,0.791666667,0.833333333,2219.5,2012.583333,2125.666667,1985.083333,2142.294118,1956.227273,2041.473684,1943.65,0.458333333,0.291666667,2288.454545,2492.285714,1998.75,2121.541667,0.782513103,0.338624276,0.443888827,1.278360671,0.263695519,0.418899283,0.8125,0.8125,0.708333333,0.916666667,0.791666667,0.833333333,0.541666667,0.708333333,16,6,4,1,2,3,0.73,0.76,0.706666667,0.33,0.222222222,0.458333333,0.4,0.625
5506,2,22,blue2,0.88,5363,0.88,5532,0.6,7403,1,4523,1,4540.47,0.93,4985.85,0.5,0.8,1,0.847222222,4117.715278,4099.229508,0.916666667,0.875,0.875,0.75,2956.875,3096.708333,4932.333333,5088.708333,2783.909091,2940.333333,4959.666667,5451.5,0.791666667,0.875,3923.947368,4775.142857,3752.958333,4878.708333,2.070379363,2.037495939,2.195211929,1.962567182,2.300698761,1.824839131,0.895833333,0.8125,0.916666667,0.875,0.875,0.75,0.208333333,0.125,14,4,2,3,2,3,0.72,0.733333333,0.706666667,0.6,0.722222222,0.375,0.533333333,0.75
5515,2,21,yellow2,0.52,1677,0.52,1677,0.4,1493.17,0.53,1479.13,0.6,1781,0.53,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,3,3,3,6,0.35,0.52,0.173333333,NA,0.166666667,NA,NA,NA
5529,2,20,blue1,0.92,2746,0.92,2879,0.8,2608,1,2629,0.93,2760.43,0.93,2984.71,NA,NA,NA,0.951388889,2236.479167,2194.087591,1,1,1,1,1686.333333,1734.041667,3090.958333,3083.833333,1686.333333,1734.041667,3090.958333,3083.833333,0.833333333,0.875,1555.85,1866.142857,1695.875,2127.833333,3.278412904,3.461340719,3.004255698,3.004255698,3.187183512,3.187183512,1,1,1,1,1,1,0.166666667,0.125,13,3,1,4,4,1,0.98,0.986666667,0.973333333,0.67,0.611111111,0.416666667,0.666666667,0.85
5566,2,19,blue2,0.65,2722,0.65,2722,0.33,2588,0.8,2572,0.67,3240,0.8,2489.25,0.6,0.85,2,0.847222222,4262.625,4168.147541,0.75,1,0.666666667,0.875,3096.125,3227.791667,5322.916667,5505.958333,2949.555556,3227.791667,5755,5281.761905,0.875,0.916666667,3522.857143,4589.909091,3458.083333,4964.875,2.300698761,2.124588171,1.824839131,3.187183512,1.813721426,2.533343507,0.875,0.770833333,0.75,1,0.666666667,0.875,0.125,0.083333333,13,4,2,4,1,2,0.73,0.613333333,0.853333333,0.53,0.388888889,0.5,0.466666667,0.55
5683,2,22,yellow2,0.93,6330,0.93,6330,0.87,7945.69,1,5407.33,1,6125,0.87,5841,0.52,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,0,6,3,2,0.44,0.48,0.4,NA,0.444444444,NA,NA,NA
5795,1,18,yellow1,0.73,2411,0.73,2411,0.47,2311,0.8,2516,0.67,2468,1,2347,0.363636364,0.55,8,0.708333333,3128.923611,2993.264706,0.708333333,1,0.583333333,0.833333333,2842.041667,2446.708333,3369,3477.833333,2739.411765,2446.708333,3271,3504.85,0.583333333,0.541666667,3041.357143,3196.307692,3015.625,3622.333333,1.264900846,0.653155738,0.758950677,2.247262526,0.31506185,1.072055022,0.854166667,0.708333333,0.708333333,1,0.583333333,0.833333333,0.416666667,0.458333333,12,4,1,4,3,0,0.57,0.68,0.453333333,0.53,0.055555556,0.458333333,0.066666667,0.65
5897,1,17,blue2,0.8,4323,0.8,4323,0.6,4294,0.93,4313,0.87,4679.08,0.8,4006.17,0.45,0.65,1,0.659722222,4670.125,4748.389474,0.833333333,0.791666667,0.75,0.875,4656.291667,4368.541667,4707.208333,4243.625,4879.45,4298.947368,4920.5,4444.095238,0.5,0.208333333,5230.75,5432.8,4747.916667,5297.166667,0.887146559,0.074928758,0.967421566,0.812217801,-0.137728051,0.338131579,0.8125,0.8125,0.833333333,0.791666667,0.75,0.875,0.5,0.791666667,14,2,1,6,4,1,0.27,0.32,0.21333333300000001,0.47,0.555555556,0.375,0.066666667,0.6
5989,2,19,green2,0.87,7044,0.87,7044,0.73,8094,0.87,6565.78,0.87,7060,1,6454,0.14,0.65,2,0.722222222,2486.666667,2549.894231,0.75,0.708333333,0.875,0.875,2048.166667,2036.291667,2882.416667,2863.916667,2003.111111,2240.352941,2917.619048,2836.190476,0.625,0.5,2609,2590.166667,2452.583333,2636.625,0.928933974,1.15034938,0.993129114,0.867161647,1.15034938,1.15034938,0.729166667,0.875,0.75,0.708333333,0.875,0.875,0.375,0.5,16,4,0,6,5,1,0.99,1,0.973333333,0.53,0.5,0.416666667,0.2,0.7
5995,2,18,green2,0.85,2878,0.85,3441,0.87,2995.5,0.73,3081.2,0.8,3385,1,2049,0.03,0.75,0,0.951388889,3343.972222,3338.430657,0.958333333,1,0.958333333,0.958333333,2473.791667,2018.791667,4716.166667,4105.166667,2443.782609,2018.791667,4726.347826,4129.130435,0.875,0.958333333,2698.380952,4015.869565,2732.25,4017.666667,3.187183512,3.463328792,2.882013776,3.187183512,3.463328792,3.463328792,0.979166667,0.958333333,0.958333333,1,0.958333333,0.958333333,0.125,0.041666667,18,8,2,5,3,0,0.74,0.733333333,0.746666667,0.6,0.666666667,0.708333333,0.466666667,0.825
6041,2,21,red1,0.77,2112,0.77,2148,0.67,2237,0.73,2481,0.73,1861.55,0.93,1869.15,NA,NA,NA,0.805555556,2996.888889,2893.732759,0.958333333,1,0.875,0.875,2385.041667,2393.208333,3655.375,3823.375,2403.347826,2393.208333,3637.809524,3803.380952,0.666666667,0.458333333,2186.875,2882.181818,2371.708333,3352.625,2.467561431,1.045715925,2.162391695,2.467561431,1.045715925,1.045715925,0.979166667,0.875,0.958333333,1,0.875,0.875,0.333333333,0.541666667,NA,NA,NA,NA,NA,NA,0.76,0.906666667,0.613333333,0.27,0.277777778,0.5,0.4,0.75
6045,2,18,red2,0.82,4282,0.82,4282,0.87,4304,0.73,4636,0.73,4678.36,0.93,3511.93,0.93,0.65,3,0.909722222,3224.673611,3189.59542,1,1,0.916666667,1,2563.75,2171.166667,4264.208333,3549.833333,2563.75,2171.166667,4220.772727,3549.833333,0.833333333,0.708333333,2714.3,4227.058824,2641.791667,4157.291667,3.278412904,2.280186679,3.004255698,3.004255698,1.93151641,2.585356414,1,0.958333333,1,1,0.916666667,1,0.166666667,0.291666667,11,4,1,4,1,1,0.77,0.906666667,0.64,0.6,0.5,0.291666667,0.066666667,0.575
6140,1,22,red2,0.65,2182,0.65,2182,0.6,2734,0.73,2035,0.6,2007.44,0.67,1951.1,0.25,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,5,6,4,4,0.59,0.84,0.346666667,NA,0.166666667,NA,NA,NA
6141,1,18,yellow2,0.88,3266,0.88,3266,0.87,3788.69,0.87,3762.62,0.87,2742,0.93,2769,0.21,0.7,0,0.861111111,2997.5625,2916.201613,0.833333333,0.875,0.791666667,0.875,2099.375,2073.125,3846.375,4129.5,1950.75,1911.904762,3947.315789,4210.666667,0.958333333,0.833333333,2453.478261,3129.55,2492.541667,3344.458333,2.786136848,1.934843132,2.699085962,2.882013776,1.779639368,2.117770946,0.854166667,0.833333333,0.833333333,0.875,0.791666667,0.875,0.041666667,0.166666667,14,3,2,8,1,0,0.86,0.933333333,0.786666667,0.87,0.666666667,0.791666667,0.866666667,0.85
6290,2,22,red1,0.8,6096,0.8,6096,0.8,6461,0.8,4954,0.73,7256.36,0.87,5714.23,0.77,0.65,1,0.555555556,4142.722222,4048.05,0.708333333,0.708333333,0.541666667,0.416666667,3580.708333,3837.791667,5638.5,4105.791667,3108.117647,3765.352941,5940.230769,3592.6,0.375,0.583333333,4023.222222,4116.928571,3509.041667,4184.5,0.229882919,0.158183214,0.229882919,0.229882919,0.31506185,0,0.708333333,0.479166667,0.708333333,0.708333333,0.541666667,0.416666667,0.625,0.416666667,23,6,3,5,4,5,0.19,0.24,0.146666667,0.27,0.388888889,0.375,0.266666667,0.65
6591,1,18,yellow1,0.88,5110,0.88,5226,0.67,4719.7,1,5025.2,0.93,5816,0.93,4879,0.3,0.85,1,0.868055556,4317.243056,4245.088,0.958333333,0.916666667,0.958333333,0.791666667,3227.416667,3528.625,5619.166667,5431.333333,3266.434783,3399.863636,5681.086957,5255.473684,0.791666667,0.791666667,3014.157895,4890.684211,3352.875,4744.041667,2.346338346,1.962567182,2.543882198,2.195211929,2.543882198,1.624435603,0.9375,0.875,0.958333333,0.916666667,0.958333333,0.791666667,0.208333333,0.208333333,18,4,0,8,5,1,0.88,0.88,0.88,0.53,0.666666667,0.458333333,0.333333333,0.55
6866,2,21,green2,0.88,4108,0.88,4209,0.87,5672.62,0.8,3474.42,0.87,3961,1,3323,0.72,0.75,3,0.659722222,3889.979167,3911.789474,0.833333333,0.791666667,0.541666667,0.916666667,3244,3072.75,5028.375,4578.333333,3341,2987.263158,5253.923077,4402.5,0.458333333,0.416666667,3312.181818,4645.2,3232.291667,4184.125,0.782513103,0.399866216,0.86278811,0.707584346,-0.105794939,1.172565733,0.8125,0.729166667,0.833333333,0.791666667,0.541666667,0.916666667,0.541666667,0.583333333,28,7,5,5,3,8,0.57,0.666666667,0.48,0.47,0.5,0.5,0.4,0.675
6957,2,27,yellow1,0.88,2185,0.88,2432,0.73,2034.6,0.93,2081.5,0.87,2519,1,2107,0.35,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,1,6,1,0,0.85,0.96,0.746666667,NA,0.722222222,NA,NA,NA
6969,1,18,green2,0.95,3836,0.95,3836,0.87,4086,1,4789,1,3761,0.93,2710,0.461538462,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,8,6,5,3,4,0.93,0.933333333,0.92,NA,0.777777778,NA,NA,NA
6994,1,19,yellow2,0.78,3448,0.78,3570,0.47,2642.29,0.93,3401.86,0.73,4400,1,3347,0.43,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.786666667,0.88,NA,0.555555556,NA,NA,NA
