ss,rc_1,rc_2,total_dprime
2222,3.335300476176423,2.9691139984746364,3.1522072373255297
2230,2.9691139984746364,1.5587104932357307,2.2639122458551837
2286,0.5559188281069154,0.5559188281069154,0.5559188281069154
2298,1.830730175685628,1.830730175685628,1.830730175685628
2312,2.825942124820507,1.86025438269625,2.3430982537583787
2319,2.6350929354118087,2.361870906359557,2.4984819208856828
2324,0.20189347914185077,-0.6248342332195106,-0.21147037703882993
2424,1.9672367240382576,1.3858001289143536,1.6765184264763056
2456,3.335300476176423,2.361870906359557,2.84858569126799
2469,3.335300476176423,2.8363251601414534,3.085812818158938
2491,1.1846563436300896,0.869088436103196,1.0268723898666428
2511,0.6433454053929168,-0.10145975863038087,0.27094282338126796
2693,2.053744779733286,1.558710493235731,1.8062276364845085
2724,-0.273222029052252,-0.273222029052252,-0.273222029052252
2726,0,-0.10698234134200724,-0.05349117067100362
2783,1.852512555003641,0.671759493677215,1.262136024340428
2877,2.8363251601414534,2.470138682439667,2.65323192129056
2907,2.9691139984746364,1.9956844286577702,2.4823992135662034
2996,2.9691139984746364,1.830730175685628,2.399922087080132
3021,3.134068251446778,2.361870906359557,2.7479695789031675
3057,2.6350929354118087,2.053744779733286,2.3444188575725473
3110,0.829881300807438,0.7179439175408022,0.7739126091741202
3193,1.723664746207873,1.4155386195816018,1.5696016828947372
3260,2.5631031310892016,2.9691139984746364,2.766108564781919
3322,-0.10358730895754661,-0.3054807880993974,-0.204534048528472
3441,2.361870906359557,2.6350929354118087,2.4984819208856828
3443,0.11193738326663583,-0.7748385527155587,-0.33145058472446143
3450,0.6098842997434165,0.4414519262510661,0.5256681129972414
3595,1.6875583020314988,1.830730175685628,1.7591442388585634
3627,0,0,0
3663,-0.14317187365412898,-1.142310465155448,-0.6427411694047885
3670,3.335300476176423,2.9691139984746364,3.1522072373255297
3692,2.160638681629912,1.9956844286577702,2.0781615551438413
3720,2.9691139984746364,1.9956844286577702,2.4823992135662034
3724,0.5244005127080407,0.3023271996533208,0.4133638561806807
3729,1.9956844286577702,1.8059520782526415,1.9008182534552058
3737,2.361870906359557,0.7179439175408022,1.5399074119501797
3812,-0.502901958401409,0,-0.2514509792007045
3822,0.4414519262510661,0.33786461729351946,0.3896582717722928
3897,2.470138682439667,2.160638681629912,2.3153886820347895
4012,2.8363251601414534,2.3269668087855377,2.5816459844634956
4046,2.1969166533874147,1.9248969709375177,2.0609068121624663
4047,2.3269668087855377,2.3269668087855377,2.3269668087855377
4150,1.2208458759422114,0.6098842997434165,0.9153650878428139
4225,3.335300476176423,2.6350929354118087,2.985196705794116
4234,2.5631031310892016,2.160638681629912,2.361870906359557
4276,1.2208458759422114,0.8452388845347676,1.0330423802384896
4337,1.830730175685628,1.830730175685628,1.830730175685628
4425,1.852512555003641,1.6940146949860053,1.773263624994823
4494,2.825942124820507,2.6350929354118087,2.730517530116158
4601,2.361870906359557,1.687558302031499,2.0247146041955277
4669,1.0558085348343216,0.5073742672412481,0.7815914010377849
4693,1.852512555003641,1.6047198535229967,1.7286162042633189
4724,2.0791741073048935,2.0791741073048935,2.0791741073048935
4756,2.6350929354118087,1.2866908107858337,1.9608918730988212
4807,3.134068251446778,2.470138682439667,2.8021034669432225
4812,0.3225070335661899,0.33786461729351946,0.3301858254298547
4813,2.6350929354118087,1.687558302031499,2.161325618721654
4891,1.2866908107858337,1.0558085348343216,1.1712496728100776
4906,0.11193738326663583,0.11894489268487618,0.115441137975756
4991,1.99568442865777,1.9956844286577702,1.99568442865777
5068,0.5244005127080407,0.5429116848814469,0.5336560987947438
5212,0.7179439175408022,0.42396679219657074,0.5709553548686865
5217,2.5631031310892016,1.9956844286577702,2.279393779873486
5227,2.9691139984746364,2.361870906359557,2.6654924524170966
5229,1.852512555003641,1.4155386195816018,1.6340255872926215
5287,1.852512555003641,1.3819852860560706,1.617248920529856
5366,1.5443864283773698,1.4397656005508546,1.492076014464112
5423,0.5128968499528745,1.1846563436300896,0.8487765967914821
5462,0.7721932141886849,0.21891972460864328,0.4955564693986641
5494,0.42396679219657074,0.24779270148064425,0.3358797468386075
5506,2.053744779733286,2.160638681629912,2.107191730681599
5529,2.9691139984746364,3.134068251446778,3.0515911249607073
5566,1.723664746207873,1.6940146949860058,1.7088397205969392
5795,0.7262939918498916,0.3023271996533205,0.5143105957516061
5897,0.9153650878428139,-0.12884780879576807,0.3932586395235229
5989,0.9488261934923142,1.080319340814956,1.014572767153635
5995,2.6350929354118087,3.109547189193706,2.8723200623027574
6041,1.9672367240382576,0.9798856203034861,1.473561172170872
6045,2.9691139984746364,1.8059520782526415,2.387533038363639
6132,0.3023271996533205,0.10043372051146975,0.20138046008239513
6141,2.470138682439667,1.687558302031499,2.0788484922355828
6273,0.9488261934923142,0.7179439175408022,0.8333850555165583
6290,0.21891972460864328,0.3023271996533208,0.26062346213098203
6591,2.3269668087855377,2.3269668087855377,2.3269668087855377
6866,0.814931367331344,-0.10145975863038087,0.3567358043504816
7125,3.335300476176423,2.470138682439667,2.902719579308045
7141,0.6248342332195106,0.3120294089299349,0.46843182107472275
7172,2.3269668087855377,2.470138682439667,2.3985527456126023
7215,2.635092935411809,1.1677459181009575,1.9014194267563833
7244,2.5781494233398625,2.361870906359557,2.4700101648497097
7245,3.335300476176423,3.608522505228675,3.4719114907025492
7279,2.0791741073048935,1.1677459181009575,1.6234600127029255
7420,2.160638681629912,1.4927824702563606,1.8267105759431363
7467,1.0488010254160813,0.7262939918498916,0.8875475086329865
7566,2.1981189999897697,1.4834450446864518,1.8407820223381108
7585,2.6350929354118087,2.6350929354118087,2.6350929354118087
7591,1.1846563436300896,0.829881300807438,1.0072688222187638
7623,0.8249262588828095,0.7262939918498916,0.7756101253663505
7638,2.160638681629912,1.5443864283773698,1.852512555003641
7676,-0.7721932141886849,-0.21891972460864328,-0.4955564693986641
7749,2.8363251601414534,2.8363251601414534,2.8363251601414534
7756,1.852512555003641,1.9533151901203523,1.9029138725619967
7790,0.10698234134200746,0.230882275951512,0.16893230864675973
7860,3.109547189193706,2.154182631143292,2.631864910168499
7861,2.1969166533874147,1.4397656005508548,1.8183411269691347
7865,0.9488261934923142,0.230882275951512,0.5898542347219131
7911,2.8363251601414534,1.4155386195816018,2.1259318898615276
7923,1.5587104932357307,0.7134716087009632,1.1360910509683468
7986,2.8363251601414534,1.830730175685628,2.3335276679135406
8086,0.3023271996533205,-0.5128968499528745,-0.10528482514977702
8123,2.6350929354118087,2.196916653387415,2.416004794399612
8210,2.825942124820507,1.2965937268967256,2.0612679258586164
8229,2.6350929354118087,2.8363251601414534,2.735709047776631
8263,1.852512555003641,1.5870323536439983,1.7197724543238198
8313,2.361870906359557,2.053744779733286,2.2078078430464214
8367,1.852512555003641,1.852512555003641,1.852512555003641
8386,3.335300476176423,1.9956844286577702,2.6654924524170966
8394,-0.27201968244989705,-0.14317187365412898,-0.207595778052013
8401,1.9248969709375177,1.282212819956807,1.6035548954471623
8487,3.335300476176423,3.134068251446778,3.2346843638116005
8524,2.6350929354118087,2.196916653387415,2.416004794399612
8525,2.3269668087855377,1.6047198535229967,1.9658433311542671
8595,0.20504706758792748,-0.3023271996533205,-0.04864006603269651
8725,2.361870906359557,1.99568442865777,2.1787776675086636
8793,3.134068251446778,2.196916653387415,2.6654924524170966
8819,1.6552073151083226,1.86025438269625,1.7577308489022863
8872,0.10358730895754648,-0.20086744102293963,-0.04864006603269658
9001,2.361870906359557,1.4397656005508546,1.9008182534552058
9034,1.9956844286577702,1.1846563436300896,1.5901703861439298
9076,2.6350929354118087,2.361870906359557,2.4984819208856828
9224,1.9248969709375177,2.053744779733286,1.9893208753354017
9296,1.723664746207873,1.4155386195816018,1.5696016828947372
9304,2.3269668087855377,2.196916653387415,2.2619417310864764
9353,0.8726269347001546,0.5429116848814469,0.7077693097908008
9405,0.7179439175408022,1.0488010254160813,0.8833724714784418
9445,1.687558302031499,1.0558085348343216,1.3716834184329103
9513,3.134068251446778,3.335300476176423,3.2346843638116005
9564,1.2208458759422114,2.825942124820507,2.0233940003813595
9689,2.9691139984746364,2.6350929354118087,2.8021034669432225
9876,2.361870906359557,0.7262939918498916,1.5440824491047243
